2017-06-22 17:16:18.604 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductMapper.updateAllColumnById
2017-06-22 17:16:18.605 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductMapper.selectById
2017-06-22 17:16:18.607 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductMapper.selectBatchIds
2017-06-22 17:16:18.612 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductMapper.insert
2017-06-22 17:16:18.615 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductMapper.insertAllColumn
2017-06-22 17:16:18.617 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductMapper.delete
2017-06-22 17:16:18.621 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductMapper.deleteByMap
2017-06-22 17:16:18.625 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductMapper.update
2017-06-22 17:16:18.627 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductMapper.selectByMap
2017-06-22 17:16:18.629 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductMapper.selectOne
2017-06-22 17:16:18.630 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductMapper.selectCount
2017-06-22 17:16:18.633 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductMapper.selectList
2017-06-22 17:16:18.637 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductMapper.selectPage
2017-06-22 17:16:18.639 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductMapper.selectMaps
2017-06-22 17:16:18.642 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductMapper.selectMapsPage
2017-06-22 17:16:18.644 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductMapper.selectObjs
2017-06-22 17:16:18.678 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.deleteById
2017-06-22 17:16:18.680 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.deleteBatchIds
2017-06-22 17:16:18.683 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.updateById
2017-06-22 17:16:18.687 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.updateAllColumnById
2017-06-22 17:16:18.688 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.selectById
2017-06-22 17:16:18.689 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.selectBatchIds
2017-06-22 17:16:18.691 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.insert
2017-06-22 17:16:18.693 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.insertAllColumn
2017-06-22 17:16:18.696 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.delete
2017-06-22 17:16:18.699 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.deleteByMap
2017-06-22 17:16:18.702 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.update
2017-06-22 17:16:18.704 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.selectByMap
2017-06-22 17:16:18.706 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.selectOne
2017-06-22 17:16:18.709 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.selectCount
2017-06-22 17:16:18.711 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.selectList
2017-06-22 17:16:18.713 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.selectPage
2017-06-22 17:16:18.715 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.selectMaps
2017-06-22 17:16:18.716 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.selectMapsPage
2017-06-22 17:16:18.719 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.ProductTypeMapper.selectObjs
2017-06-22 17:16:18.743 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.deleteById
2017-06-22 17:16:18.745 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.deleteBatchIds
2017-06-22 17:16:18.747 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.updateById
2017-06-22 17:16:18.750 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.updateAllColumnById
2017-06-22 17:16:18.751 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.selectById
2017-06-22 17:16:18.753 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.selectBatchIds
2017-06-22 17:16:18.756 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.insert
2017-06-22 17:16:18.757 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.insertAllColumn
2017-06-22 17:16:18.760 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.delete
2017-06-22 17:16:18.761 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.deleteByMap
2017-06-22 17:16:18.764 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.update
2017-06-22 17:16:18.766 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.selectByMap
2017-06-22 17:16:18.770 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.selectOne
2017-06-22 17:16:18.772 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.selectCount
2017-06-22 17:16:18.775 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.selectList
2017-06-22 17:16:18.777 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.selectPage
2017-06-22 17:16:18.781 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.selectMaps
2017-06-22 17:16:18.784 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.selectMapsPage
2017-06-22 17:16:18.786 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysButtonMapper.selectObjs
2017-06-22 17:16:18.817 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.deleteById
2017-06-22 17:16:18.820 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.deleteBatchIds
2017-06-22 17:16:18.824 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.updateById
2017-06-22 17:16:18.827 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.updateAllColumnById
2017-06-22 17:16:18.828 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.selectById
2017-06-22 17:16:18.830 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.selectBatchIds
2017-06-22 17:16:18.835 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.insert
2017-06-22 17:16:18.838 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.insertAllColumn
2017-06-22 17:16:18.840 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.delete
2017-06-22 17:16:18.844 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.deleteByMap
2017-06-22 17:16:18.849 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.update
2017-06-22 17:16:18.853 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.selectByMap
2017-06-22 17:16:18.855 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.selectOne
2017-06-22 17:16:18.858 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.selectCount
2017-06-22 17:16:18.861 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.selectList
2017-06-22 17:16:18.864 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.selectPage
2017-06-22 17:16:18.866 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.selectMaps
2017-06-22 17:16:18.872 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.selectMapsPage
2017-06-22 17:16:18.875 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysMenuMapper.selectObjs
2017-06-22 17:16:18.899 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.deleteById
2017-06-22 17:16:18.904 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.deleteBatchIds
2017-06-22 17:16:18.906 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.updateById
2017-06-22 17:16:18.909 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.updateAllColumnById
2017-06-22 17:16:18.909 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.selectById
2017-06-22 17:16:18.911 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.selectBatchIds
2017-06-22 17:16:18.914 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.insert
2017-06-22 17:16:18.918 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.insertAllColumn
2017-06-22 17:16:18.922 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.delete
2017-06-22 17:16:18.925 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.deleteByMap
2017-06-22 17:16:18.928 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.update
2017-06-22 17:16:18.930 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.selectByMap
2017-06-22 17:16:18.931 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.selectOne
2017-06-22 17:16:18.936 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.selectCount
2017-06-22 17:16:18.939 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.selectList
2017-06-22 17:16:18.941 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.selectPage
2017-06-22 17:16:18.943 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.selectMaps
2017-06-22 17:16:18.946 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.selectMapsPage
2017-06-22 17:16:18.948 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysOrgMapper.selectObjs
2017-06-22 17:16:18.977 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.deleteById
2017-06-22 17:16:18.978 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.deleteBatchIds
2017-06-22 17:16:18.980 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.updateById
2017-06-22 17:16:18.982 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.updateAllColumnById
2017-06-22 17:16:18.982 DEBUG 14408 --- [main] c.b.mybatisplus.MybatisConfiguration     : addMappedStatement: com.loeo.mapper.SysPrivilegeMapper.selectById
